id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
4,0.010091841596843438,0.010096016199963124,0.010113633846042105,0.010066796697358094,0.01017513229958656,0.010109604687323751,0.010083499514454143,0.010164482012987652,0.010097121280345029,0.010103103975146648,0.01009067936304487,0.010105820244494646,0.010089380428295136,0.010115111239537105,0.01010905050320948,0.0101364429476538,0.010098029008312739,0.010160026157870842,0.010092268342277054,0.010081987409975112,0.010084458247185247,0.010107079540611453,0.01009345555235146,0.010098864000351105,0.010104166217232506,0.010112267362342121,0.010092318200444723,0.010104285489930906,0.010092984183761061,0.010093661597543664,0.010106329514022263,0.01009628696329591,0.01010765295395693,0.010150029050512448,0.010091517766965041,0.01015944411591021,0.010081961785220073,0.010121262337854993,0.0101154960172187,0.010109143809399227,0.01012928165679213,0.010085790100191198,0.01012201654533437,0.010082877450414304,0.010177033345181986,0.010088419153189613,0.010075091530754995,0.010089595544715608,0.010090811506398924,0.0101048459792094,0.010072805352121374,0.01005827369047642,0.010097807558946301,0.010081483562890858,0.01008394479778349,0.010067635978456651,0.010074626484880096,0.010216537633737937,0.010093891175736445,0.010090094657629882,0.010099919876853552,0.010092666175557834,0.010131730087452533,0.0100981712700322,0.010080529481958925,0.01008757446651631,0.01011534052456044,0.010090133001178376,0.010090653491513158,0.01006900096028806,0.010091327284888242,0.010099331922442834,0.010108827588499571,0.010107291978087305,0.010084477780440852,0.010095573971479364,0.010081795181878198,0.010113830093946405,0.010093875763159958,0.01007082192359991,0.010085650367721799,0.01008436673773916,0.010086564406976743,0.010088525044508884,0.010084217925813306,0.010077144502232668,0.010100151824452534,0.010082877603116096,0.01014729772086796,0.010114357578733057,0.010073119890727136,0.010112311023467213,0.010102272307592667,0.010083607963476364,0.010092638230343554,0.010126717637660132,0.010079951678388118,0.010106112501435406,0.010083686064739932
7,0.010097921213841336,0.01009749189654699,0.010108971344024366,0.010070977306552119,0.010173708954940519,0.010103905357233166,0.0100833858297931,0.010158536743709269,0.010096641683236268,0.010102609698405011,0.010084223629371496,0.010100959334131054,0.010090560419751376,0.010108311034847632,0.010104906579353127,0.010144757227578597,0.010098599756826993,0.010156216489328981,0.010094826975761459,0.0100761386227282,0.010091348084478192,0.010098499774890194,0.010093816694324426,0.010103184719599185,0.010109462528773396,0.010114105437138692,0.010090335496240829,0.010104713886991606,0.010091787014433936,0.010106194803850312,0.010103804974001172,0.010099098636545576,0.010128754541349845,0.01015790558741355,0.01009314806674533,0.010160196979018817,0.010082210723944557,0.010134371930476409,0.01012067165707099,0.010115434095034527,0.010137008123410575,0.010084649566157353,0.010111550456376229,0.01008121002133922,0.010177729699130895,0.010090512825585016,0.01007261944966043,0.010078780168835908,0.010083699306063358,0.01010300744946227,0.010062989452065097,0.010073488542222016,0.010086912887044152,0.010069450738791721,0.010082870216342221,0.010074299870281295,0.010067600008046624,0.010217395808986545,0.010096808369003032,0.010093245144146865,0.010099059142059543,0.010094934171115314,0.010133820821108317,0.010095358043391262,0.010094574283427854,0.010097500363214346,0.01010812197279147,0.010085840759262018,0.010082757256296131,0.010068965756234489,0.010095193098296491,0.010100558642795788,0.010112541052142762,0.010097944874335532,0.010087041387597622,0.010093326716168662,0.010081266511200034,0.010111806409289508,0.01009274658138029,0.010071514685159929,0.010085540421943566,0.010078766299450679,0.010090476722315002,0.010075680001855592,0.010095687437239211,0.010081917404451574,0.010090557673156631,0.010079637107185823,0.010144652791263963,0.010114903031658589,0.010085050054742665,0.010118175453112754,0.01009567642366815,0.010088485290872017,0.01008279861918015,0.010125242086958773,0.010078119093349365,0.010110430107067523,0.010074807620027467
9,0.010080936437957001,0.010045928631560376,0.01007474201604924,0.010088632855098128,0.010074490283633818,0.010086614408522187,0.010084207072500576,0.010155064725350025,0.010054652302101594,0.010093276571164498,0.010087754638782786,0.01008638505116299,0.010092350780843886,0.010108416435673112,0.010093637670975266,0.010130328211732584,0.010064860644493048,0.01015990365494224,0.010100221308058727,0.010073758674632269,0.010092983941204753,0.01010854862979411,0.010110521574769044,0.010115744264101742,0.010131130351495928,0.010084995317341227,0.010088711228526412,0.010116009976622528,0.010105943333479564,0.010113216123452173,0.010117726055873884,0.010075316924029248,0.010119437997302359,0.01008744238158837,0.010085899687682932,0.010081903293342168,0.010096733147573894,0.010126908665433934,0.010130661255458006,0.01009262972105003,0.010084816595619796,0.010085305816356966,0.010133824116350058,0.010096266194031372,0.010181843368454036,0.010096627831216766,0.010092793919927194,0.010079464284839834,0.010084351641162247,0.010101300792963388,0.010089023766464545,0.010094520957274783,0.010103133976620314,0.010086743178145617,0.010086921892849036,0.010095272152870755,0.010081524464274095,0.010228030432560238,0.010106963475540943,0.010100265286562568,0.01010663216956981,0.010112293941257533,0.01013994643964904,0.0101096947027713,0.010115884573155341,0.01008247020301842,0.010114154040672724,0.010101231115109495,0.010106961731984353,0.01008298065626514,0.010092221002266632,0.010110065780476688,0.01008716734802686,0.010107147888433487,0.010085549549329382,0.01010537566304721,0.010094175041381135,0.010120230939723345,0.010087389532279648,0.010092305036489032,0.010096462454487797,0.010097714508478845,0.010102130189173978,0.010096535174580182,0.010091344184013426,0.0100825686458644,0.010102713595091302,0.010084502981539047,0.010159706047467779,0.010104113054035139,0.01009544042352358,0.010117147224894435,0.010109911740218231,0.010088468079538655,0.010093125923026611,0.010109114691893295,0.010095623728995116,0.01011987355401767,0.010072006054812666
12,0.010091891788398954,0.010081266071936363,0.01011929488305181,0.010085427641974428,0.010165730333921768,0.010116864948077587,0.010083156386544967,0.01014171442943589,0.010072431150822535,0.010096062380340871,0.010090575700646205,0.010067201825560682,0.010066207148014419,0.010071323004880447,0.01007336636051943,0.010152796720022759,0.010075096333046415,0.010132049282103248,0.010099823275155757,0.010064920149389731,0.010090299437646874,0.010114291638313464,0.010091352187527217,0.010118987648034919,0.01012373219426239,0.010121251046381544,0.010076278069972055,0.010088655301870747,0.0101111919430577,0.01012151957134964,0.0101284079142822,0.010109141703332694,0.010143907071899752,0.010162769614780931,0.010108998205102976,0.010153874468577467,0.0100942481300218,0.010142502313576095,0.010137375743975136,0.01012864445839199,0.010146679115806976,0.010069962582917868,0.010129892658988015,0.010090939966501513,0.010156280194433716,0.010105966268381892,0.010085146542093514,0.010065620102335875,0.010074159653570624,0.010093391168590626,0.01008502619758815,0.010092905675107492,0.01009230272732758,0.010080772596798519,0.010088843524620894,0.010090639040254902,0.010083364230223482,0.010211739929778854,0.010080347094098994,0.010095760305693773,0.010100731112800534,0.010112361085009573,0.010101873472359229,0.01009791337500743,0.010114002620981893,0.01009541081699378,0.010085093597482967,0.010093442551593557,0.010098606870794885,0.010083193883287022,0.010102112537899324,0.010104696977744304,0.010120731542658884,0.010101027278462767,0.010090937964991248,0.0100904466348895,0.010092789071774787,0.010084398915630923,0.010090711155444375,0.010083841963721318,0.010085731422255273,0.010086686672731354,0.010091670388332185,0.010086355765648768,0.010104731385283604,0.010082292381696356,0.010092743426734732,0.0100948933613861,0.010144463811691783,0.010085579633279659,0.010101313693170277,0.010090551928536168,0.010097125205714515,0.010068971305593767,0.010078278132138534,0.010067527853924686,0.010091916606738393,0.010095220323167224,0.010075255221133377
13,0.010083736344554613,0.010078823627103483,0.01012136120800205,0.010085176343993906,0.010150012437481884,0.010115144267046572,0.010083619160228366,0.0101476750083422,0.010067641931031374,0.010085454471284297,0.010088345860851854,0.010059190285917964,0.010067268931698188,0.01007584353194064,0.010050737612645834,0.010158580940224664,0.010063304866055518,0.010141234214604238,0.010084610170503293,0.01007729986753239,0.010074158193070528,0.010114826230004868,0.010091859337986918,0.010110814502869924,0.010112581897375957,0.010116692231769388,0.010077612705324259,0.010096038637368798,0.010112921309461573,0.010125973732129373,0.010132657369819166,0.010112314806670257,0.010156521926031734,0.010167897888464976,0.01011269192721913,0.010140296262746755,0.010097800001787647,0.010146201134146356,0.010134979865622626,0.010128315782868878,0.010146948213985566,0.010072894572667324,0.010132278245117459,0.01008062953796126,0.010167683347372917,0.010114585819050772,0.010088375618825455,0.010071169054901415,0.010067892967767646,0.010082279976806498,0.010087021757931984,0.010093947252256008,0.010097890258523515,0.010083742139221986,0.010091536807377625,0.010094409452527917,0.010083729933484942,0.010213993315876455,0.010090777075899032,0.010090188579202491,0.010104269593770901,0.010109866419567817,0.010128282459623873,0.010090817370626016,0.01011722602809398,0.01009918217910827,0.010100564175740564,0.010100735008928451,0.010100547152263308,0.010084501925499015,0.010096064832816705,0.01009510593961256,0.010119659502791123,0.010101489320825633,0.010081063159986902,0.010093439161402647,0.010092996443028057,0.010091335025174874,0.01008664521521068,0.010085008092904236,0.010081069910769425,0.010091828076320279,0.01008798235031527,0.010091446052578506,0.010106293617757325,0.01008650408810789,0.01009558449405812,0.010096751145184596,0.010146636933385852,0.01008175199474458,0.010101965125071066,0.01008562522744897,0.010095651176778735,0.010059790679396533,0.010077206187546785,0.01007328858513166,0.010087181520286238,0.010090585677458314,0.010083867400143378
16,0.010099007037732512,0.010102904549302695,0.010119147918628236,0.010072610091205737,0.010181256404348762,0.010120368745582952,0.010093510277659784,0.010116914055809069,0.010093494723750663,0.010114252112834787,0.010088193843128207,0.010090871538529528,0.010083697726176196,0.010095228218435271,0.010096909465048026,0.010146143877356838,0.010097820475192594,0.010139633526315776,0.01009122311054621,0.010079293842852877,0.010095887729223195,0.010102935279286683,0.010090917853149231,0.010107883287796455,0.010105442996209942,0.010112891792552597,0.010074428894454037,0.010091633541978414,0.01009534797092083,0.01011745051005063,0.010119796957615989,0.01010432663587572,0.010142635777360562,0.010163002965277945,0.010101759054197496,0.01016108696574864,0.010085346887993632,0.010138282539333784,0.010123351282813385,0.010121351035332035,0.010139588661334844,0.010080967308624763,0.010093975767621997,0.010076379985009364,0.010168573371852981,0.0101020830846758,0.01007888986314285,0.010080529159667175,0.010081802623368321,0.010087279159903898,0.010074603321132218,0.01008815537134296,0.010071255492324713,0.010078854565256264,0.010095568157658785,0.010089579569877542,0.010081228349194539,0.010205424034433759,0.010080772263342924,0.010103265974282377,0.010096048321198108,0.010106963510035922,0.010108838172955244,0.010105948571160189,0.010112078513240183,0.010098964955058286,0.010090339702683247,0.010083761275979975,0.010087848631781469,0.010079150649795263,0.010099518511446824,0.010110445031495535,0.010116811842024374,0.010077702644542856,0.01009771766186037,0.010085034685804895,0.010095381336701665,0.010101651058938734,0.010104928309451327,0.010078573178454753,0.01009707331211192,0.010067729608181765,0.010101703224428188,0.01006625401163242,0.010111596806239149,0.010087219170554572,0.010067824030928048,0.010093737682538528,0.010120064232499863,0.010098507073624158,0.010096098563621342,0.010102066137836613,0.010078675343895614,0.01008425831772012,0.010085968525402436,0.010108897089936592,0.010081764591866486,0.010093319234786137,0.010082518895930655
19,0.01009160870501103,0.010095127175732481,0.0101136102625367,0.010064436867434101,0.010176927128003653,0.010113375067353676,0.0100911834482761,0.010157726060912297,0.010094240840250053,0.010107757387022152,0.010084433676775705,0.01010009970871527,0.010082745486779905,0.01010981572820059,0.010103319374442305,0.010145397788838426,0.010093263387816648,0.010158233823597203,0.01008768865746216,0.010080611683199417,0.010088012146350597,0.010098969558540996,0.01009206358058747,0.010100583846461383,0.010103262236940037,0.01010716490423158,0.010088914991925707,0.010101624069696297,0.010092206075004372,0.010106512543182766,0.010110209115638171,0.010098980075673428,0.010127452853925004,0.010159937044066598,0.010096424482836663,0.010158913202281619,0.010083524526612726,0.010131766777645069,0.010116709615446582,0.010113775931117532,0.010136196361407997,0.010079462252140362,0.010116758565993856,0.010076582145773965,0.010175593969522903,0.010097177416911818,0.010072464107794327,0.010083682921962116,0.010082545032634116,0.010100244622101328,0.01006781291585599,0.010074468315865701,0.010084105970853867,0.01007190997043701,0.010087298225206518,0.010076874659808997,0.01007167002441354,0.01021495591195171,0.01009474745339629,0.010099938366121625,0.010091254646123116,0.010101426117100252,0.01012561536881451,0.01010462694862584,0.010092828959742178,0.010089331881038947,0.010106928412367202,0.01008806073514286,0.010085977812980323,0.010073583212343112,0.01009628548045057,0.010108429991737205,0.010114910633441474,0.010099429416286863,0.010088124894771339,0.010088832439784257,0.010086789009317245,0.010110185774081768,0.010102452769366181,0.010074012627801155,0.010094477084714747,0.010077730998755493,0.01009863785574447,0.010079178469217825,0.010100502770501552,0.010076870226532824,0.010089404778476587,0.010082278202162662,0.01014521131152293,0.01011161775609601,0.010086334587688319,0.01010590365542826,0.010094096445097539,0.010082493890282799,0.010083011846445326,0.010121471550149105,0.010077087671238263,0.010099227563162472,0.010072277158787436
23,0.010102568632816555,0.010093214741221178,0.010098243719091758,0.010081806532110136,0.010170308348687724,0.010079922187768682,0.010083112133961904,0.01018063041296937,0.010107302533877704,0.0101060095085632,0.010102407587784704,0.010116907617441391,0.010105999234640587,0.010131323111033645,0.010121373416828557,0.010111566044371063,0.010101295834357876,0.010175328708731394,0.010095793691504575,0.010089795555877962,0.010089484221491949,0.010093557766905105,0.01008193977965321,0.01008143164222267,0.010092176952313557,0.010094754127779671,0.01010102559660318,0.010095948326544939,0.010064906492012568,0.010064035249788581,0.01009164573404329,0.010098222217129384,0.01012019775184421,0.010142715702997894,0.010073370888500794,0.010150447253246545,0.010075213235848405,0.010083060071956773,0.010086251050122046,0.0100828648648155,0.010102695053211399,0.010104584129738602,0.010104076843379757,0.010084581205637929,0.010181209058530842,0.010109137374308963,0.010091906779456317,0.010101084284728069,0.010108289918769851,0.010118961895248316,0.010087153529418774,0.01007226846163052,0.01011349966274406,0.010095556955453111,0.01008151068429538,0.0100726579277637,0.010073095128993553,0.010199777651986115,0.010111575815864552,0.010090411374512182,0.010112687359041734,0.010076456179942177,0.010127890531526806,0.010093708290702823,0.010099584679800438,0.010094498855131475,0.010104013932744479,0.010077272774004177,0.010095313976001555,0.010073705839076325,0.010074208353001384,0.010100921237787943,0.010085983630544594,0.01010861881883784,0.010096311387165841,0.010111972433656741,0.010072726894802552,0.010105271602290487,0.010085354635861164,0.010079346109041796,0.010085391015686437,0.010089376036543037,0.01008847034175637,0.01010749855151807,0.010087932565649852,0.010087031209482147,0.010110624698711506,0.010071241761341134,0.010126248345196504,0.010126649528459623,0.010074828181588854,0.010125750682667715,0.010113268648036548,0.010096225993929852,0.010110337825549315,0.010138706840088387,0.010072934462784353,0.010101788791726683,0.010087654783189024
24,0.010070565238176963,0.010076353646791566,0.010083644467890113,0.010093718224731893,0.010134624620428759,0.010076962276163327,0.010070187587116773,0.010167141539167016,0.010071939554415515,0.010093388380759061,0.010086609541868278,0.010105239394223638,0.0101021173699374,0.01011763801110205,0.01011219527320808,0.010126487028243371,0.010081108325356773,0.010162654753550129,0.010108974503957638,0.010079231850065607,0.010081478519832775,0.0101026871655525,0.010104309897304637,0.010092442001302871,0.01011954654850472,0.01009449146772973,0.010098437903557066,0.010114986816913085,0.010103000869318646,0.010097427802953834,0.010111025921780167,0.010073140742030466,0.010113953096353084,0.010106157862760881,0.010082454370199539,0.01012560937092745,0.010086663596046708,0.010097328843874634,0.01011010494878403,0.010079361955844248,0.010096414782447632,0.010098618517644143,0.010133941395130727,0.010097109770353578,0.01018090066591723,0.010084714104018625,0.010085646061894176,0.010093975149612345,0.010103007460326168,0.010110341976821228,0.010096497152476066,0.01007838612740893,0.010115749081560495,0.010102160469538999,0.010071866447890616,0.010085710656820934,0.010090184550634847,0.0102210643800937,0.0101024397853013,0.010078115327204581,0.010116664627771768,0.010097403956675863,0.010146519662674089,0.010101606537769802,0.010106947516571662,0.010072855451365733,0.010124713254837877,0.010097431276536789,0.010096420009019747,0.010080282576316518,0.010073878555792955,0.010097242646340406,0.010074271965848411,0.010115476600187103,0.010076807416206176,0.010108698362315812,0.010083775834774501,0.010122635757587385,0.010070289889579477,0.010081490388887582,0.01008223361974379,0.010100841048623377,0.010080209774346677,0.010105466094401296,0.010047570228953586,0.010088060327150445,0.010113654085042618,0.01008355824259457,0.010154004212396291,0.010115489138002101,0.010086325100186592,0.010128097888601681,0.010107696674937347,0.010089774236786973,0.010100602360651382,0.010127177974331525,0.01009226664821303,0.010121527147123275,0.010087797759032863
28,0.010073864953043101,0.010063566074756529,0.01008669398342689,0.01008951713248176,0.010140215240063569,0.010087517337988393,0.010076674410926982,0.010149105008304578,0.010053765273187833,0.010099568409665825,0.010080070217754589,0.010080559967132415,0.01008085784822376,0.010092647404367999,0.01008201597525388,0.010142035692049632,0.010067320232392795,0.010146569598740829,0.010102095906862936,0.010067622886417335,0.010088669883937059,0.010105257842180665,0.010107570468766217,0.010119925593796247,0.010129522719411416,0.010114302285143416,0.010087803915553976,0.010110121942065812,0.010109952173832629,0.010117233558069021,0.01011535754740981,0.010091168563700985,0.010110077798615225,0.010106041603929868,0.010092474241274973,0.010131254024928186,0.010096649669548513,0.010127867348101284,0.010135506933952413,0.010098220174819072,0.010101126349413344,0.010079782631805367,0.010132554961587471,0.010097783278570301,0.0101740272893742,0.010089131661909112,0.010086712617353747,0.01007952324839827,0.010082960045464433,0.010095870707744108,0.010091990653575921,0.010093747594978483,0.010104064383138203,0.01008883614552613,0.010082448973816922,0.010092904442975814,0.010087866509569894,0.010225834880690711,0.010095522358352652,0.010097782439089327,0.010114144782931447,0.010111930709414468,0.010133152384702509,0.010105691226950517,0.010114357360121326,0.010079065463738417,0.010112367888551316,0.010100064132147457,0.01009963797994683,0.010082968661567073,0.010097480472101643,0.010109373988628713,0.01010373057273602,0.010107611946414873,0.010086455504977538,0.010097971550556575,0.010093330002143984,0.01011234086430011,0.01007815720383663,0.010087998578725508,0.010091790886975156,0.010097044790589971,0.010094614089810933,0.01009329396410279,0.010087388367650697,0.010084655676369625,0.010100348132922482,0.010086266827694632,0.010158358102284017,0.010093696191667452,0.010094216019822464,0.010105843269727284,0.010104643734865559,0.010077051890317554,0.010081830156500958,0.010095543353735274,0.01009924399307076,0.010114603534358026,0.010074002727627764
